timestamp,test-class,test-method,time,description,result
2021-12-12 21:18:41.256,acme.testing.SignUpTest,negativeSignUp,2695,"[10] username=son, password=sonia, name=Snojia Guðrún, surname=testeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeandooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, email=sonja@liberty.de",OK
2021-12-12 21:18:44.169,acme.testing.SignUpTest,negativeSignUp,2709,"[11] username=parker, password=parker, name=Parkerrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-12-12 21:18:47.146,acme.testing.SignUpTest,negativeSignUp,2744,"[12] username=manolo, password=manolooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-12-12 21:18:59.497,acme.testing.officer.userAccount.OfficerCreateTest,positiveCreateOfficer,4746,"positiveCreateOfficer()",OK
2021-12-12 21:19:10.541,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3944,"[1] recordIndex=1, number=15",OK
2021-12-12 21:19:14.631,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3885,"[2] recordIndex=2, number=6",OK
2021-12-12 21:19:18.757,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3921,"[3] recordIndex=3, number=7",OK
2021-12-12 21:19:22.864,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3905,"[4] recordIndex=4, number=14",OK
2021-12-12 21:19:27.008,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3941,"[5] recordIndex=5, number=25.35",OK
2021-12-12 21:19:31.125,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3915,"[6] recordIndex=6, number=22.77",OK
2021-12-12 21:19:35.302,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3973,"[7] recordIndex=7, number=85.40",OK
2021-12-12 21:19:39.514,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3982,"[8] recordIndex=8, number=1.50",OK
2021-12-12 21:19:43.636,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3904,"[9] recordIndex=9, number=314.19",OK
2021-12-12 21:19:47.752,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3915,"[10] recordIndex=10, number=282.56",OK
2021-12-12 21:19:51.894,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3907,"[11] recordIndex=11, number=903.00",OK
2021-12-12 21:19:56.03,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardPositive,3936,"[12] recordIndex=12, number=8.00",OK
2021-12-12 21:19:59.606,acme.testing.administrator.dashboard.AdministratorShowDashboardTest,dashboardNegative,3364,"dashboardNegative()",OK
2021-12-12 21:20:12.64,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5495,"[1] recordIndex=0, title=actualizado-Change the logo of the website to a puppy photo, startMoment=null, endMoment=2023/12/30 10:00, workload=null, status=PUBLIC, description=Change the logo of the website to a puppy photo, link=null",OK
2021-12-12 21:20:18.31,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5454,"[2] recordIndex=1, title=actualizado-Add delete support, startMoment=2026/01/21 04:10, endMoment=2026/03/30 18:26, workload=45.30, status=PUBLIC, description=null, link=null",OK
2021-12-12 21:20:23.975,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5468,"[3] recordIndex=2, title=actualizado-Change the message of the Welcome page, startMoment=2026/10/21 10:10, endMoment=2027/12/30 17:26, workload=null, status=PUBLIC, description=null, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:20:29.686,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5476,"[4] recordIndex=3, title=null, startMoment=null, endMoment=2027/02/11 12:00, workload=24.00, status=PRIVATE, description=Delete shout funcionallity, link=null",OK
2021-12-12 21:20:35.408,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5505,"[5] recordIndex=4, title=actualizado-Change the overall style of the website, startMoment=2027/01/21 14:10, endMoment=null, workload=85.40, status=PUBLIC, description=Change the overall style of the website, modifying the logos, fonts and colors of the pages. It should use brownish tones, link=null",OK
2021-12-12 21:20:41.195,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5567,"[6] recordIndex=5, title=actualizado-Add your fav link, startMoment=2027/01/21 18:10, endMoment=null, workload=10.10, status=PUBLIC, description=Add your favourite link to the menu. You must display an i18d message: Member's favourite link; and it must link your favourite web site., link=null",OK
2021-12-12 21:20:46.953,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5539,"[7] recordIndex=6, title=actualizado-Edit model.uxf and create Java class, startMoment=null, endMoment=2027/12/12 17:26, workload=15.50, status=PRIVATE, description=Edit model.uxf and create Java class, link=null",OK
2021-12-12 21:20:52.773,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5596,"[8] recordIndex=7, title=actualizado-Create the entity Duty for level C, startMoment=null, endMoment=2027/04/20 18:00, workload=1.50, status=PUBLIC, description=The entity Duty must include: a title, an execution period, a description,and an optional link., link=null",OK
2021-12-12 21:20:58.516,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5538,"[9] recordIndex=8, title=null, startMoment=2027/04/20 18:30, endMoment=2027/04/22 10:00, workload=null, status=PRIVATE, description=List the public duties that are non-finished (sorted by execution    period or work-load). Show the details of any public duties that are non-finished., link=null",OK
2021-12-12 21:21:04.246,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5512,"[10] recordIndex=9, title=null, startMoment=null, endMoment=2027/04/22 10:00, workload=2.50, status=PUBLIC, description=List the public duties that are finished (sorted by execution period or workload)., link=null",OK
2021-12-12 21:21:10.027,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5564,"[11] recordIndex=10, title=null, startMoment=2027/04/23 00:00, endMoment=2027/04/30 17:00, workload=3.80, status=PUBLIC, description=null, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:21:15.833,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5601,"[12] recordIndex=11, title=actualizado-Change the background color of the header menu, startMoment=2027/12/21 17:10, endMoment=2027/12/30 17:58, workload=null, status=PUBLIC, description=Change the background color of the header menu to light green, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:21:21.453,acme.testing.officer.duty.OfficerDutyUpdateTest,negativeUpdate,5388,"[13] recordIndex=9, title=null, startMoment=null, endMoment=null, workload=null, status=PUBLIC, description=null, link=null",OK
2021-12-12 21:21:27.215,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5535,"[1] recordIndex=0, title=actualizado-Change the logo of the website to a puppy photo, startMoment=2023/01/21 14:00, endMoment=2023/12/30 10:00, workload=25.44, status=PUBLIC, description=Change the logo of the website to a puppy photo, link=null",OK
2021-12-12 21:21:32.943,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5510,"[2] recordIndex=1, title=actualizado-Add delete support, startMoment=2026/01/21 04:10, endMoment=2026/03/30 18:26, workload=45.30, status=PUBLIC, description=Add delete support to all main domain objects, link=null",OK
2021-12-12 21:21:38.723,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5565,"[3] recordIndex=2, title=actualizado-Change the message of the Welcome page, startMoment=2026/10/21 10:10, endMoment=2027/12/30 17:26, workload=22.50, status=PUBLIC, description=Change the message of the Welcome page to an image of a monkey, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:21:44.457,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5515,"[4] recordIndex=3, title=actualizado-Delete shout funcionallity, startMoment=2027/01/11 09:00, endMoment=2027/02/11 12:00, workload=24.00, status=PRIVATE, description=Delete shout funcionallity, link=null",OK
2021-12-12 21:21:50.153,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5478,"[5] recordIndex=4, title=actualizado-Change the overall style of the website, startMoment=2027/01/21 14:10, endMoment=2027/11/30 17:46, workload=85.40, status=PUBLIC, description=Change the overall style of the website, modifying the logos, fonts and colors of the pages. It should use brownish tones, link=null",OK
2021-12-12 21:21:55.884,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5528,"[6] recordIndex=5, title=actualizado-Add your fav link, startMoment=2027/01/21 18:10, endMoment=2027/12/11 16:46, workload=10.10, status=PUBLIC, description=Add your favourite link to the menu. You must display an i18d message: Member's favourite link; and it must link your favourite web site., link=null",OK
2021-12-12 21:22:01.644,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5540,"[7] recordIndex=6, title=actualizado-Edit model.uxf and create Java class, startMoment=2027/03/11 14:10, endMoment=2027/12/12 17:26, workload=15.50, status=PRIVATE, description=Edit model.uxf and create Java class, link=null",OK
2021-12-12 21:22:07.387,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5514,"[8] recordIndex=7, title=actualizado-Create the entity Duty for level C, startMoment=2027/04/19 00:00, endMoment=2027/04/20 18:00, workload=1.50, status=PUBLIC, description=The entity Duty must include: a title, an execution period, a description,and an optional link., link=null",OK
2021-12-12 21:22:13.136,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5543,"[9] recordIndex=8, title=actualizado-List public duties that are non-finished for level C, startMoment=2027/04/20 18:30, endMoment=2027/04/22 10:00, workload=2.50, status=PRIVATE, description=List the public duties that are non-finished (sorted by execution    period or work-load). Show the details of any public duties that are non-finished., link=null",OK
2021-12-12 21:22:18.855,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5500,"[10] recordIndex=9, title=actualizado-List public duties finished for level C, startMoment=2027/04/20 18:30, endMoment=2027/04/22 10:00, workload=2.50, status=PRIVATE, description=List the public duties that are finished (sorted by execution period or workload)., link=null",OK
2021-12-12 21:22:24.545,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5489,"[11] recordIndex=10, title=actualizado-Create a dashboard for level C, startMoment=2022/11/23 00:00, endMoment=2022/11/30 17:00, workload=23.10, status=PUBLIC, description=Information: num of duty public/priv, num of finished/not finished duty, etc, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:22:30.347,acme.testing.officer.duty.OfficerDutyUpdateTest,positiveUpdate,5598,"[12] recordIndex=11, title=actualizado-Change the background color of the header menu, startMoment=2027/12/21 17:10, endMoment=2027/12/30 17:58, workload=12.50, status=PUBLIC, description=Change the background color of the header menu to light green, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:22:45.541,acme.testing.officer.duty.OfficerDutyDeleteTest,negativeDeleteDuty,7849,"[1] recordIndex=0, id=267",OK
2021-12-12 21:22:50.449,acme.testing.officer.duty.OfficerDutyDeleteTest,positiveDeleteDuty,4695,"[1] recordIndex=0, id=272",OK
2021-12-12 21:22:55.369,acme.testing.officer.duty.OfficerDutyDeleteTest,positiveDeleteDuty,4702,"[2] recordIndex=0, id=264",OK
2021-12-12 21:23:00.32,acme.testing.officer.duty.OfficerDutyDeleteTest,positiveDeleteDuty,4713,"[3] recordIndex=0, id=262",OK
2021-12-12 21:23:05.287,acme.testing.officer.duty.OfficerDutyDeleteTest,positiveDeleteDuty,4715,"[4] recordIndex=0, id=273",OK
2021-12-12 21:23:10.236,acme.testing.officer.duty.OfficerDutyDeleteTest,positiveDeleteDuty,4717,"[5] recordIndex=0, id=265",OK
2021-12-12 21:23:21.197,acme.testing.officer.duty.OfficerDutyListMineTest,negativeListShowDuty,3385,"negativeListShowDuty()",OK
2021-12-12 21:23:25.387,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3939,"[1] recordIndex=0, title=Delete shout funcionallity, startMoment=2021/01/11 09:00, endMoment=2021/02/11 12:00, workload=24.00, status=Delete shout funcionallity, description=null, link=PUBLIC",OK
2021-12-12 21:23:29.494,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3891,"[2] recordIndex=1, title=Edit model.uxf and create Java class, startMoment=2021/01/11 14:10, endMoment=2021/06/13 17:26, workload=15.50, status=Edit model.uxf and create Java class, description=null, link=PUBLIC",OK
2021-12-12 21:23:33.58,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3878,"[3] recordIndex=2, title=Add delete support, startMoment=2021/01/21 04:10, endMoment=2021/08/30 17:26, workload=45.30, status=Add delete support to all main domain objects, description=null, link=PUBLIC",OK
2021-12-12 21:23:37.682,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3896,"[4] recordIndex=3, title=Change the logo of the website to a puppy photo, startMoment=2021/01/21 14:00, endMoment=2022/12/30 10:00, workload=25.44, status=Change the logo of the website to a puppy photo, description=null, link=PUBLIC",OK
2021-12-12 21:23:41.747,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3863,"[5] recordIndex=4, title=Change the overall style of the website, startMoment=2021/06/21 14:10, endMoment=2022/06/30 17:46, workload=85.40, status=Change the overall style of the website, modifying the logos, fonts and colors of the pages. It should use brownish tones, description=null, link=PUBLIC",OK
2021-12-12 21:23:45.85,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3838,"[6] recordIndex=5, title=Add your fav link, startMoment=2021/06/21 18:10, endMoment=2023/12/11 16:46, workload=10.10, status=Add your favourite link to the menu. You must display an i18d message: Member's favourite link; and it must link your favourite web site., description=null, link=PRIVATE",OK
2021-12-12 21:23:49.918,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3858,"[7] recordIndex=6, title=List public duties that are non-finished for level C, startMoment=2021/09/20 18:30, endMoment=2022/09/22 10:00, workload=2.50, status=List the public duties that are non-finished (sorted by execution    period or work-load). Show the details of any public duties that are non-finished., description=null, link=PUBLIC",OK
2021-12-12 21:23:53.969,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3842,"[8] recordIndex=7, title=Create the entity Duty for level C, startMoment=2021/11/19 00:00, endMoment=2022/08/20 18:00, workload=1.50, status=The entity Duty must include: a title, an execution period, a description,and an optional link., description=null, link=PUBLIC",OK
2021-12-12 21:23:58.042,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3847,"[9] recordIndex=8, title=List public duties finished for level C, startMoment=2021/11/20 18:30, endMoment=2022/01/22 10:00, workload=2.50, status=List the public duties that are finished (sorted by execution period or workload)., description=null, link=PRIVATE",OK
2021-12-12 21:24:02.141,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3890,"[10] recordIndex=9, title=Change the message of the Welcome page, startMoment=2021/11/21 10:10, endMoment=2021/12/30 17:26, workload=22.50, status=Change the message of the Welcome page to an image of a monkey, description=https://github.com/Servandofg12/DP2-June13/projects/1, link=PRIVATE",OK
2021-12-12 21:24:06.215,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3879,"[11] recordIndex=10, title=Create a dashboard for level C, startMoment=2021/11/23 00:00, endMoment=2021/11/30 17:00, workload=3.80, status=Information: num of duty public/priv, num of finished/not finished duty, etc, description=https://github.com/Servandofg12/DP2-June13/projects/1, link=PRIVATE",OK
2021-12-12 21:24:10.305,acme.testing.officer.duty.OfficerDutyListMineTest,positiveListShowDuty,3862,"[12] recordIndex=11, title=Change the background color of the header menu, startMoment=2021/12/21 17:10, endMoment=2022/02/28 17:58, workload=12.50, status=Change the background color of the header menu to light green, description=https://github.com/Servandofg12/DP2-June13/projects/1, link=PUBLIC",OK
2021-12-12 21:24:22.625,acme.testing.officer.duty.OfficerDutyCreateTest,positiveCreateDuty,4740,"[1] title=Change the logo of the website to a puppy photo2, startMoment=2022/01/21 14:00, endMoment=2022/12/30 10:00, workload=25.44, status=PUBLIC, description=Change the logo of the website to a puppy photo, link=null",OK
2021-12-12 21:24:27.441,acme.testing.officer.duty.OfficerDutyCreateTest,positiveCreateDuty,4614,"[2] title=Add delete support2, startMoment=2022/01/21 04:10, endMoment=2022/03/30 17:26, workload=45.30, status=PUBLIC, description=Add delete support to all main domain objects, link=null",OK
2021-12-12 21:24:32.358,acme.testing.officer.duty.OfficerDutyCreateTest,positiveCreateDuty,4703,"[3] title=Change the message of the Welcome page2, startMoment=2022/11/21 10:10, endMoment=2022/12/30 17:26, workload=22.50, status=PRIVATE, description=Change the message of the Welcome page to an image of a monkey, link=https://github.com/Servandofg12/DP2-June13/projects/1",OK
2021-12-12 21:24:37.259,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4698,"[1] title=, startMoment=30/02/2022 00:00, endMoment=30/02/2023 00:00, workload=100, status=PUBLIC, description=Esto es un ejemplo, link=https://www.google.com/",OK
2021-12-12 21:24:42.179,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4704,"[2] title=fechas erroneas, startMoment=30/02/2012 00:00, endMoment=30/02/2023 00:00, workload=100, status=PUBLIC, description=Esto es un ejemplo, link=https://www.google.com/",OK
2021-12-12 21:24:47.12,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4696,"[3] title=fechas erroneas, startMoment=30/02/2012 00:00, endMoment=30/02/2013 00:00, workload=100, status=PUBLIC, description=Esto es un ejemplo, link=https://www.google.com/",OK
2021-12-12 21:24:52.022,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4701,"[4] title=fechas erroneas, startMoment=30/02/2022 00:00, endMoment=30/02/2013 00:00, workload=100, status=PUBLIC, description=Esto es un ejemplo, link=https://www.google.com/",OK
2021-12-12 21:24:56.961,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4735,"[5] title=workload erroneo, startMoment=20/12/2021 00:00, endMoment=21/12/2021 00:00, workload=10088, status=PUBLIC, description=Esto es un ejemplo, link=https://www.google.com/",OK
2021-12-12 21:25:01.837,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4675,"[6] title=descripcion erronea, startMoment=30/02/2022 00:00, endMoment=30/02/2023 00:00, workload=100, status=PUBLIC, description=null, link=https://www.google.com/",OK
2021-12-12 21:25:06.733,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4697,"[7] title=contiene spam, startMoment=30/02/2022 00:00, endMoment=30/02/2023 00:00, workload=100, status=PRIVATE, description=sex, link=sex",OK
2021-12-12 21:25:11.66,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4694,"[8] title=workload erroneo, startMoment=20/12/2021 00:00, endMoment=21/12/2021 00:00, workload=-22222222222, status=PUBLIC, description=Esto es un ejemplo, link=https://www.google.com/",OK
2021-12-12 21:25:16.574,acme.testing.officer.duty.OfficerDutyCreateTest,negativeCreateDuty,4665,"[9] title=, startMoment=null, endMoment=null, workload=null, status=PUBLIC, description=null, link=null",OK
